Suburb,Council,Post Code,District,Latitude,Longitude,State
East Melbourne,Melbourne City,3002,Central District,-37.814,144.9633,Victoria
East Sale,Wellington Shire,3852,West & South Gippsland District,-35.35,139.3833,Victoria
East Wangaratta,Wangaratta Rural City,3678,North East District,-36.3667,146.3333,Victoria
East Warburton,Yarra Ranges Shire,3799,Central District,-37.7501,145.7371,Victoria
Eastern View,Surf Coast Shire,3231,Central District,-38.34,144.1153,Victoria
Eastville,Loddon Shire,3463,Northern Country District,-36.4041,143.8296,Victoria
Eastwood,East Gippsland Shire,3875,East Gippsland District,-37.3456,148.5829,Victoria
Ebden,Wodonga City,3691,North East District,-36.1167,146.8833,Victoria
Echuca,Campaspe Shire,3564,Northern Country District,-36.3234,144.7084,Victoria
Echuca Village,Campaspe Shire,3564,Northern Country District,-36.3234,144.7084,Victoria
Echuca West,Campaspe Shire,3564,Northern Country District,-36.3234,144.7084,Victoria
Ecklin South,Moyne Shire,3265,South West District,-38.1879,142.4622,Victoria
Ecklin South,Corangamite Shire,3265,South West District,-38.216,143.2354,Victoria
Eddington,Loddon Shire,3472,Northern Country District,-36.4041,143.8296,Victoria
Eddington,Mount Alexander Shire,3472,North Central District,-37.0761,144.1882,Victoria
Eddington,Central Goldfields Shire,3472,North Central District,-36.9789,143.7386,Victoria
Eden Park,Whittlesea City,3757,Central District,-37.5167,145.1167,Victoria
Edenhope,West Wimmera Shire,3318,Wimmera District,-36.5992,141.4004,Victoria
Edgecombe,Macedon Ranges Shire,3444,Central District,-37.3334,144.6158,Victoria
Edi,Wangaratta Rural City,3678,North East District,-36.3667,146.3333,Victoria
Edi Upper,Wangaratta Rural City,3678,North East District,-36.3667,146.3333,Victoria
Edithvale,Kingston City,3196,Central District,-38.0045,145.0953,Victoria
Eganstown,Hepburn Shire,3461,Central District,-37.3167,144.1333,Victoria
Eildon,Murrindindi Shire,3713,North Central District,-37.3667,145.5333,Victoria
Elaine,Moorabool Shire,3334,Central District,-38.0833,144.3,Victoria
Eldorado,Wangaratta Rural City,3746,North East District,-36.3667,146.3333,Victoria
Elevated Plains,Hepburn Shire,3461,Central District,-37.3167,144.1333,Victoria
Elingamite,Corangamite Shire,3266,South West District,-38.216,143.2354,Victoria
Elingamite North,Corangamite Shire,3266,South West District,-38.216,143.2354,Victoria
Ellaswood,East Gippsland Shire,3875,East Gippsland District,-37.3456,148.5829,Victoria
Ellerslie,Moyne Shire,3265,South West District,-38.1879,142.4622,Victoria
Elliminyt,Colac Otway Shire,3250,South West District,-38.4387,143.5967,Victoria
Ellinbank,Baw Baw Shire,3821,West & South Gippsland District,-37.97,146.144,Victoria
Elmhurst,Ararat Rural City,3469,South West District,-37.2833,142.9333,Victoria
Elmhurst,Pyrenees Shire,3469,South West District,-37.3276,143.3647,Victoria
Elmore,Greater Bendigo City,3558,Northern Country District,-36.7228,144.4397,Victoria
Elphinstone,Mount Alexander Shire,3448,North Central District,-37.0761,144.1882,Victoria
Elsternwick,Glen Eira City,3185,Central District,-37.8995,145.041,Victoria
Eltham,Banyule City,3095,Central District,-37.7339,145.0858,Victoria
Eltham,Nillumbik Shire,3095,Central District,-37.6147,145.2171,Victoria
Eltham North,Nillumbik Shire,3095,Central District,-37.6147,145.2171,Victoria
Eltham North,Banyule City,3095,Central District,-37.7339,145.0858,Victoria
Elwood,Port Phillip City,3184,Central District,-37.8587,144.9615,Victoria
Emerald,Cardinia Shire,3782,Central District,-38.15,145.4167,Victoria
Emerald,Yarra Ranges Shire,3782,Central District,-37.7501,145.7371,Victoria
Emu,Loddon Shire,3475,Northern Country District,-36.4041,143.8296,Victoria
Emu,Northern Grampians Shire,3475,Wimmera District,-36.8496,142.873,Victoria
Emu Creek,Greater Bendigo City,3551,Northern Country District,-36.7228,144.4397,Victoria
Endeavour Hills,Casey City,3802,Central District,-38.0952,145.3228,Victoria
Enfield,Golden Plains Shire,3352,Central District,-37.8523,143.8635,Victoria
Englefield,Southern Grampians Shire,3407,South West District,-37.5299,142.0253,Victoria
Ensay,East Gippsland Shire,3895,East Gippsland District,-37.3456,148.5829,Victoria
Ensay North,East Gippsland Shire,3895,East Gippsland District,-37.3456,148.5829,Victoria
Eppalock,Greater Bendigo City,3551,Northern Country District,-36.7228,144.4397,Victoria
Epping,Whittlesea City,3076,Central District,-37.5167,145.1167,Victoria
Epsom,Greater Bendigo City,3551,Northern Country District,-36.7228,144.4397,Victoria
Ercildoune,Ballarat City,3352,Central District,-37.5662,143.8496,Victoria
Ercildoune,Pyrenees Shire,3352,South West District,-37.3276,143.3647,Victoria
Erica,Baw Baw Shire,3825,West & South Gippsland District,-37.97,146.144,Victoria
Eskdale,Towong Shire,3701,North East District,-36.3659,147.6272,Victoria
Esmond,Moira Shire,3730,Northern Country District,-36.0506,145.5381,Victoria
Essendon,Moonee Valley City,3040,Central District,-37.7494,144.8933,Victoria
Essendon Fields,Moonee Valley City,3041,Central District,-37.7494,144.8933,Victoria
Essendon North,Moonee Valley City,3041,Central District,-37.7494,144.8933,Victoria
Essendon West,Moonee Valley City,3040,Central District,-37.7494,144.8933,Victoria
Eumemmerring,Casey City,3177,Central District,-38.0952,145.3228,Victoria
Eurack,Colac Otway Shire,3251,South West District,-38.4387,143.5967,Victoria
Eureka,Ballarat City,3350,Central District,-37.5662,143.8496,Victoria
Euroa,Strathbogie Shire,3666,Northern Country District,-36.85,145.75,Victoria
Eurobin,Alpine Shire,3739,North East District,-36.8341,146.9794,Victoria
Evansford,Hepburn Shire,3371,Central District,-37.3167,144.1333,Victoria
Evansford,Pyrenees Shire,3371,South West District,-37.3276,143.3647,Victoria
Eversley,Ararat Rural City,3377,South West District,-37.2833,142.9333,Victoria
Everton,Wangaratta Rural City,3678,North East District,-36.3667,146.3333,Victoria
Everton Upper,Wangaratta Rural City,3678,North East District,-36.3667,146.3333,Victoria
Exford,Melton City,3338,Central District,-37.6833,144.5833,Victoria
Eynesbury,Melton City,3338,Central District,-37.6833,144.5833,Victoria
Fairbank,South Gippsland Shire,3951,West & South Gippsland District,-38.699,146.067,Victoria
Fairfield,Yarra City,3078,Central District,-37.8049,145.0034,Victoria
Fairfield,Darebin City,3078,Central District,-37.7667,145.05,Victoria
Fairhaven,Surf Coast Shire,3231,Central District,-38.34,144.1153,Victoria
Fairley,Gannawarra Shire,3579,Mallee District,-35.7321,143.8532,Victoria
Fairy Dell,Campaspe Shire,3561,Northern Country District,-36.3234,144.7084,Victoria
Faraday,Mount Alexander Shire,3451,North Central District,-37.0761,144.1882,Victoria
Fawcett,Murrindindi Shire,3714,North Central District,-37.3667,145.5333,Victoria
Fawkner,Hume City,3060,Central District,-37.5972,144.8051,Victoria
Fawkner,Moreland City,3060,Central District,-37.7356,144.9375,Victoria
Fentons Creek,Loddon Shire,3518,Northern Country District,-36.4041,143.8296,Victoria
Ferguson,Colac Otway Shire,3237,South West District,-38.4387,143.5967,Victoria
Fern Hill,Hepburn Shire,3458,Central District,-37.3167,144.1333,Victoria
Fern Hill,Macedon Ranges Shire,3458,Central District,-37.3334,144.6158,Victoria
Fernbank,Wellington Shire,3864,West & South Gippsland District,-35.35,139.3833,Victoria
Fernbank,East Gippsland Shire,3864,East Gippsland District,-37.3456,148.5829,Victoria
Ferndale,Baw Baw Shire,3821,West & South Gippsland District,-37.97,146.144,Victoria
Fernihurst,Loddon Shire,3518,Northern Country District,-36.4041,143.8296,Victoria
Ferntree Gully,Knox City,3156,Central District,-37.8989,145.2692,Victoria
Ferntree Gully,Knox City,3156,Central District,-37.8989,145.2692,Victoria
Ferny Creek,Yarra Ranges Shire,3786,Central District,-37.7501,145.7371,Victoria
Fieldstone,Melton City,3024,Central District,-37.6833,144.5833,Victoria
Fiery Flat,Loddon Shire,3518,Northern Country District,-36.4041,143.8296,Victoria
Fingal,Mornington Peninsula Shire,3939,Central District,-38.3327,144.9566,Victoria
Fish Creek,South Gippsland Shire,3959,West & South Gippsland District,-38.699,146.067,Victoria
Fish Point,Swan Hill Rural City,3585,Mallee District,-35.3378,143.5544,Victoria
Fiskville,Moorabool Shire,3342,Central District,-38.0833,144.3,Victoria
Fitzroy,Yarra City,3065,Central District,-37.8049,145.0034,Victoria
Fitzroy North,Moreland City,3068,Central District,-37.7356,144.9375,Victoria
Fitzroy North,Yarra City,3068,Central District,-37.8049,145.0034,Victoria
Flaggy Creek,East Gippsland Shire,3875,East Gippsland District,-37.3456,148.5829,Victoria
Flagstaff,Central Goldfields Shire,3465,North Central District,-36.9789,143.7386,Victoria
Flamingo Beach,Wellington Shire,3851,West & South Gippsland District,-35.35,139.3833,Victoria
Flemington,Melbourne City,3031,Central District,-37.814,144.9633,Victoria
Flemington,Moonee Valley City,3031,Central District,-37.7494,144.8933,Victoria
Flinders,Mornington Peninsula Shire,3929,Central District,-38.3327,144.9566,Victoria
Flora Hill,Greater Bendigo City,3550,Northern Country District,-36.7228,144.4397,Victoria
Flowerdale,Murrindindi Shire,3717,North Central District,-37.3667,145.5333,Victoria
Flynn,Wellington Shire,3844,West & South Gippsland District,-35.35,139.3833,Victoria
Flynn,Latrobe City,3844,West & South Gippsland District,-38.2538,146.4612,Victoria
Flynns Creek,Latrobe City,3844,West & South Gippsland District,-38.2538,146.4612,Victoria
Flynns Creek,Wellington Shire,3844,West & South Gippsland District,-35.35,139.3833,Victoria
Footscray,Maribyrnong City,3011,Central District,-37.7833,144.8833,Victoria
Forbes,Mitchell Shire,3764,North Central District,-37.1754,144.98,Victoria
Forest Hill,Whitehorse City,3131,Central District,-37.8287,145.1543,Victoria
Forge Creek,East Gippsland Shire,3875,East Gippsland District,-37.3456,148.5829,Victoria
Forrest,Colac Otway Shire,3236,South West District,-38.4387,143.5967,Victoria
Foster,South Gippsland Shire,3960,West & South Gippsland District,-38.699,146.067,Victoria
Foster North,South Gippsland Shire,3960,West & South Gippsland District,-38.699,146.067,Victoria
Fosterville,Greater Bendigo City,3557,Northern Country District,-36.7228,144.4397,Victoria
Foxhow,Corangamite Shire,3323,South West District,-38.216,143.2354,Victoria
Framlingham,Moyne Shire,3265,South West District,-38.1879,142.4622,Victoria
Framlingham East,Moyne Shire,3265,South West District,-38.1879,142.4622,Victoria
Franklinford,Hepburn Shire,3461,Central District,-37.3167,144.1333,Victoria
Franklinford,Mount Alexander Shire,3461,North Central District,-37.0761,144.1882,Victoria
Frankston,Frankston City,3199,Central District,-38.1333,145.1167,Victoria
Frankston North,Frankston City,3200,Central District,-38.1333,145.1167,Victoria
Frankston South,Frankston City,3199,Central District,-38.1333,145.1167,Victoria
Fraser Rise,Melton City,3336,Central District,-37.6833,144.5833,Victoria
Freeburgh,Alpine Shire,3741,North East District,-36.8341,146.9794,Victoria
Frenchmans,Pyrenees Shire,3384,South West District,-37.3276,143.3647,Victoria
Freshwater Creek,Surf Coast Shire,3217,Central District,-38.34,144.1153,Victoria
Fryerstown,Mount Alexander Shire,3451,North Central District,-37.0761,144.1882,Victoria
Fulham,Wellington Shire,3851,West & South Gippsland District,-35.35,139.3833,Victoria
Fumina,Baw Baw Shire,3825,West & South Gippsland District,-37.97,146.144,Victoria
Fumina South,Baw Baw Shire,3825,West & South Gippsland District,-37.97,146.144,Victoria
Fyans Creek,Northern Grampians Shire,3381,Wimmera District,-36.8496,142.873,Victoria
Fyansford,Greater Geelong City,3218,Central District,-38.0518,144.4614,Victoria
Gaffneys Creek,Mansfield Shire,3723,North East District,-37.05,146.0833,Victoria
Gainsborough,Baw Baw Shire,3822,West & South Gippsland District,-37.97,146.144,Victoria
Gannawarra,Gannawarra Shire,3568,Mallee District,-35.7321,143.8532,Victoria
Gapsted,Alpine Shire,3737,North East District,-36.8341,146.9794,Victoria
Gardenvale,Glen Eira City,3185,Central District,-37.8995,145.041,Victoria
Garfield,Cardinia Shire,3814,Central District,-38.15,145.4167,Victoria
Garfield North,Cardinia Shire,3814,Central District,-38.15,145.4167,Victoria
Garibaldi,Golden Plains Shire,3352,Central District,-37.8523,143.8635,Victoria
Garvoc,Moyne Shire,3265,South West District,-38.1879,142.4622,Victoria
Garvoc,Corangamite Shire,3265,South West District,-38.216,143.2354,Victoria
Gateway Island,Wodonga City,3691,North East District,-36.1167,146.8833,Victoria
Gatum,Southern Grampians Shire,3407,South West District,-37.5299,142.0253,Victoria
Gazette,Moyne Shire,3289,South West District,-38.1879,142.4622,Victoria
Gazette,Southern Grampians Shire,3289,South West District,-37.5299,142.0253,Victoria
Geelong,Greater Geelong City,3220,Central District,-38.0518,144.4614,Victoria
Geelong West,Greater Geelong City,3218,Central District,-38.0518,144.4614,Victoria
Gelantipy,East Gippsland Shire,3885,East Gippsland District,-37.3456,148.5829,Victoria
Gellibrand,Colac Otway Shire,3239,South West District,-38.4387,143.5967,Victoria
Gellibrand Lower,Corangamite Shire,3237,South West District,-38.216,143.2354,Victoria
Gelliondale,Wellington Shire,3971,West & South Gippsland District,-35.35,139.3833,Victoria
Gembrook,Cardinia Shire,3783,Central District,-38.15,145.4167,Victoria
Genoa,East Gippsland Shire,3891,East Gippsland District,-37.3456,148.5829,Victoria
Georges Creek,Towong Shire,3700,North East District,-36.3659,147.6272,Victoria
Gerahmin,Swan Hill Rural City,3546,Mallee District,-35.3378,143.5544,Victoria
Gerang Gerung,Hindmarsh Shire,3418,Wimmera District,-36.0329,141.7328,Victoria
Gerangamete,Colac Otway Shire,3249,South West District,-38.4387,143.5967,Victoria
Germania,Northern Grampians Shire,3387,Wimmera District,-36.8496,142.873,Victoria
Germantown,Alpine Shire,3741,North East District,-36.8341,146.9794,Victoria
Gerrigerrup,Moyne Shire,3289,South West District,-38.1879,142.4622,Victoria
Gherang,Surf Coast Shire,3240,Central District,-38.34,144.1153,Victoria
Gheringhap,Golden Plains Shire,3331,Central District,-37.8523,143.8635,Victoria
Ghin Ghin,Murrindindi Shire,3717,North Central District,-37.3667,145.5333,Victoria
Giffard,Wellington Shire,3851,West & South Gippsland District,-35.35,139.3833,Victoria
Giffard West,Wellington Shire,3851,West & South Gippsland District,-35.35,139.3833,Victoria
Gil Gil,Buloke Shire,3480,Mallee District,-35.8464,143.05200000000002,Victoria
Gilderoy,Yarra Ranges Shire,3797,Central District,-37.7501,145.7371,Victoria
Gillieston,Greater Shepparton City,3616,Northern Country District,-36.4274,145.4152,Victoria
Gipsy Point,East Gippsland Shire,3891,East Gippsland District,-37.3456,148.5829,Victoria
Girgarre,Campaspe Shire,3624,Northern Country District,-36.3234,144.7084,Victoria
Girgarre East,Greater Shepparton City,3616,Northern Country District,-36.4274,145.4152,Victoria
Gisborne,Macedon Ranges Shire,3437,Central District,-37.3334,144.6158,Victoria
Gisborne South,Macedon Ranges Shire,3437,Central District,-37.3334,144.6158,Victoria
Gladfield,Loddon Shire,3575,Northern Country District,-36.4041,143.8296,Victoria
Gladstone Park,Hume City,3043,Central District,-37.5972,144.8051,Victoria
Gladysdale,Yarra Ranges Shire,3797,Central District,-37.7501,145.7371,Victoria
Glen Alvie,Bass Coast Shire,3979,Central District,-38.4851,145.5639,Victoria
Glen Creek,Alpine Shire,3691,North East District,-36.8341,146.9794,Victoria
Glen Forbes,Bass Coast Shire,3990,Central District,-38.4851,145.5639,Victoria
Glen Huntly,Glen Eira City,3163,Central District,-37.8995,145.041,Victoria
Glen Iris,Boroondara City,3146,Central District,-37.8264,145.053,Victoria
Glen Iris,Stonnington City,3146,Central District,-37.8613,145.0378,Victoria
Glen Park,Moorabool Shire,3352,Central District,-38.0833,144.3,Victoria
Glen Park,Ballarat City,3352,Central District,-37.5662,143.8496,Victoria
Glen Valley,East Gippsland Shire,3898,East Gippsland District,-37.3456,148.5829,Victoria
Glen Waverley,Monash City,3150,Central District,-37.8968,145.1471,Victoria
Glen Waverley,Monash City,3150,Central District,-37.8968,145.1471,Victoria
Glenaire,Colac Otway Shire,3238,South West District,-38.4387,143.5967,Victoria
Glenaladale,East Gippsland Shire,3864,East Gippsland District,-37.3456,148.5829,Victoria
Glenalbyn,Loddon Shire,3517,Northern Country District,-36.4041,143.8296,Victoria
Glenaroua,Mitchell Shire,3764,North Central District,-37.1754,144.98,Victoria
Glenbrae,Pyrenees Shire,3352,South West District,-37.3276,143.3647,Victoria
Glenburn,Murrindindi Shire,3717,North Central District,-37.3667,145.5333,Victoria
Glendaruel,Ballarat City,3363,Central District,-37.5662,143.8496,Victoria
Glendonald,Ballarat City,3364,Central District,-37.5662,143.8496,Victoria
